Age,Ethnicity,Gender,Income,District,Region,Insurance Coverage,Insurance Coverage Amount,Sports,Height,Weight,Pricepoint
37,Filipinos,Female,51994.0,Southern,Hong Kong Island,no,0.0,Football,176,76.86767650290372,454.53462041689284
53,Whites,Male,46512.0,Southern,Hong Kong Island,yes,370.2585767307727,Football,197,69.19829853840197,576.039082055891
33,Chinese,Male,43874.0,Wong Tai Sin,Kowloon,yes,397.8265262824678,Tennis,197,85.59845549343703,
39,Chinese,Female,43346.0,Eastern,Hong Kong Island,yes,404.4182513522628,Swimming,200,82.99413295460856,735.3183282053403
20,Whites,Female,44270.0,Islands,New Territories,yes,135.0,Dragon Boat,188,86.28940505645633,
52,Chinese,Female,38954.0,Tsuen Wan,New Territories,yes,316.6708407717649,Martial Arts,169,62.472140507196514,
58,Chinese,Male,23800.0,Wong Tai Sin,Kowloon,yes,195.0,Badminton,149,95.74575841350712,
68,Chinese,Female,52966.0,North,New Territories,no,0.0,Football,142,73.45747419126762,
47,Chinese,Male,31902.0,Central and Western,Hong Kong Island,no,0.0,Jogging,199,87.66512667746267,1708.5374400101828
31,Chinese,Male,36317.0,Wan Chai,Hong Kong Island,yes,577.0605006186989,Dragon Boat,190,92.50072216683377,1117.6445761248897
29,Chinese,Male,39629.0,Kwun Tong,Kowloon,yes,233.75846777315758,Rugby,196,93.56693271947114,
52,Whites,Female,32566.0,Sai Kung,New Territories,no,0.0,Badminton,147,68.79685942554556,
22,South Asians,Female,44009.0,North,New Territories,no,0.0,Gymnastics,198,76.56178529714063,
50,Chinese,Male,43956.0,Kwai Tsing,New Territories,yes,386.8299800724835,Swimming,192,82.50137284918247,
31,Whites,Male,37590.0,Southern,Hong Kong Island,no,0.0,Fencing,180,84.48924304001982,1532.9400943515207
36,Chinese,Male,56092.0,Wong Tai Sin,Kowloon,no,0.0,Swimming,183,66.49527384784278,
30,Chinese,Female,37138.0,Kwai Tsing,New Territories,yes,177.97499167265337,Basketball,146,69.33220557435641,
54,Chinese,Male,47655.0,Wong Tai Sin,Kowloon,yes,195.0,Fencing,173,78.11291752667717,
59,Chinese,Female,49175.0,Sha Tin,New Territories,yes,135.0,Cycling,151,72.10099992679616,
22,Chinese,Male,42157.0,Sai Kung,New Territories,yes,255.23201147181913,Tennis,156,74.16942562791309,
63,Chinese,Female,46375.0,Wan Chai,Hong Kong Island,yes,300.0,Jogging,146,79.23738296865724,784.8592031689668
18,Chinese,Male,40952.0,Yuen Long,New Territories,yes,135.0,Swimming,184,90.95884994244126,
19,Chinese,Female,43974.0,Kwun Tong,Kowloon,no,0.0,Rugby,161,77.83012210464389,
44,Chinese,Male,46438.0,Sham Shui Po,Kowloon,no,0.0,Jogging,155,74.59058895670708,
24,Chinese,Male,30777.0,Yau Tsim Mong,Kowloon,yes,243.83791570617464,Tennis,187,82.97765179923628,
52,Chinese,Female,36644.0,Tai Po,New Territories,no,0.0,Fencing,155,81.60701894755846,
37,Chinese,Male,24216.0,Sha Tin,New Territories,yes,265.0556765726918,Martial Arts,180,78.08389890468662,
32,Chinese,Male,68356.0,Wong Tai Sin,Kowloon,no,0.0,Basketball,191,71.9364798747689,
56,Filipinos,Female,20937.0,Sha Tin,New Territories,yes,171.65077900175442,Dragon Boat,163,74.35044307623969,
26,Chinese,Male,39369.0,Central and Western,Hong Kong Island,yes,300.0,Fencing,174,82.20175496298431,-77.18389612274711
27,Chinese,Female,35691.0,Eastern,Hong Kong Island,no,0.0,Martial Arts,191,82.6510779009856,417.7190143077811
54,Whites,Male,51229.0,North,New Territories,yes,259.02272481679336,Fencing,153,80.86236819590619,
54,South Asians,Male,40306.0,Wong Tai Sin,Kowloon,yes,268.86730555269537,Badminton,183,73.42220253017913,
70,Chinese,Male,27979.0,Sha Tin,New Territories,yes,135.0,Swimming,186,89.15738648413301,
19,Chinese,Female,44765.0,Islands,New Territories,no,0.0,Badminton,194,95.77048715172538,
31,South Asians,Male,43885.0,Eastern,Hong Kong Island,yes,665.1522867519388,Gymnastics,177,80.70498067179798,2141.95813839223
64,Filipinos,Female,64844.0,Wong Tai Sin,Kowloon,yes,522.344847005036,Badminton,175,65.54368311105853,
29,Chinese,Male,74281.0,Tai Po,New Territories,yes,164.55391067016407,Swimming,187,93.43374979629301,
39,Whites,Male,22117.0,Southern,Hong Kong Island,yes,466.11277978630824,Tennis,195,91.12975744415242,1998.5739165286977
61,Chinese,Male,42113.0,Sha Tin,New Territories,yes,187.49601967673703,Tennis,178,75.94938230279638,
44,Chinese,Male,43870.0,Eastern,Hong Kong Island,no,0.0,Swimming,141,66.12097669666252,1186.8158389492119
58,Chinese,Male,34459.0,Islands,New Territories,no,0.0,Swimming,160,80.77879761498664,
44,Chinese,Male,46493.0,Tuen Mun,New Territories,yes,135.0,Badminton,163,75.87310599946665,
63,Chinese,Female,28293.0,Kwun Tong,Kowloon,yes,195.0,Badminton,165,89.09033139642659,
30,Chinese,Male,24407.0,Kowloon City,Kowloon,yes,532.6495012514262,Fencing,143,70.36403698984785,
28,Chinese,Female,51351.0,Wan Chai,Hong Kong Island,yes,644.2534745902833,Martial Arts,187,87.58244897333736,2033.45499164213
26,Filipinos,Male,29366.0,Kwai Tsing,New Territories,yes,135.0,Basketball,159,72.21945288269279,
34,Chinese,Female,39427.0,Kowloon City,Kowloon,no,0.0,Swimming,174,72.95468745261815,
23,Filipinos,Female,30245.0,Kwun Tong,Kowloon,no,0.0,Basketball,170,84.22635170715465,
47,Chinese,Male,49547.0,Yau Tsim Mong,Kowloon,no,0.0,Football,141,75.5656969451496,
32,Chinese,Female,24160.0,Southern,Hong Kong Island,yes,355.12392052117565,Swimming,184,95.66209988847504,1114.3670501115766
65,Chinese,Female,40532.0,Wong Tai Sin,Kowloon,yes,195.0,Swimming,198,72.70169217279074,
32,Chinese,Female,22655.0,Central and Western,Hong Kong Island,yes,352.8441922758477,Football,200,85.14030526199122,1527.3480573652391
28,Chinese,Female,78565.0,Sai Kung,New Territories,no,0.0,Badminton,142,78.10942387779781,
44,South Asians,Female,36615.0,Tai Po,New Territories,yes,135.0,Rugby,160,98.10422536995469,
33,Chinese,Male,34497.0,Tuen Mun,New Territories,no,0.0,Football,144,77.6451626385191,
27,Chinese,Female,43603.0,Islands,New Territories,yes,236.87612317655118,Badminton,174,70.37981932301028,
22,Chinese,Male,47807.0,Kwun Tong,Kowloon,no,0.0,Football,197,76.74141197748878,
61,Chinese,Male,21499.0,North,New Territories,no,0.0,Martial Arts,193,74.05791608777321,
50,Chinese,Male,60090.0,Tsuen Wan,New Territories,yes,135.0,Cycling,189,77.22983956893978,
24,Chinese,Male,44007.0,Yau Tsim Mong,Kowloon,yes,474.44216568953834,Tennis,188,85.57577231247414,
52,Chinese,Male,51012.0,Tai Po,New Territories,no,0.0,Dragon Boat,165,73.59142878731436,
67,Filipinos,Male,63336.0,Sha Tin,New Territories,yes,135.0,Rugby,144,65.34522673554967,
35,Chinese,Male,29005.0,Kwun Tong,Kowloon,no,0.0,Dragon Boat,177,77.17768142905183,
56,Chinese,Female,50067.0,Kwai Tsing,New Territories,yes,163.71444448405413,Martial Arts,191,82.81452713571122,
62,Chinese,Male,23893.0,Sai Kung,New Territories,yes,135.0,Football,160,74.62491309605201,
22,Chinese,Male,22257.0,North,New Territories,yes,135.0,Tennis,190,73.37595844112226,
34,Filipinos,Female,51190.0,Southern,Hong Kong Island,yes,788.5794552861563,Badminton,188,102.72742631691534,2867.695516910699
33,South Asians,Female,38622.0,Sai Kung,New Territories,yes,234.88207934489625,Swimming,178,89.50291947343314,
66,Chinese,Female,54671.0,Yuen Long,New Territories,yes,187.9800263696861,Basketball,160,72.53950492404394,
21,Whites,Male,25910.0,Sha Tin,New Territories,no,0.0,Swimming,187,74.90137897817287,
34,Chinese,Female,52533.0,Yuen Long,New Territories,no,0.0,Basketball,191,93.29434932251473,
61,Chinese,Female,65316.0,Sai Kung,New Territories,no,0.0,Football,199,81.6116475701932,
45,Chinese,Male,44441.0,Central and Western,Hong Kong Island,no,0.0,Cycling,150,84.03378932947217,1801.1149281575927
39,Chinese,Male,38114.0,Kowloon City,Kowloon,no,0.0,Badminton,140,59.39398244916875,
27,Chinese,Male,35296.0,Kwun Tong,Kowloon,no,0.0,Football,196,82.07451375723718,
64,South Asians,Male,79202.0,Sha Tin,New Territories,no,0.0,Dragon Boat,199,82.89585296651856,
53,Whites,Female,28922.0,Wong Tai Sin,Kowloon,no,0.0,Basketball,181,79.91947677163856,
69,Whites,Male,28394.0,Tsuen Wan,New Territories,yes,173.24370520716508,Swimming,194,72.59540509859062,
48,Chinese,Male,50667.0,Kwai Tsing,New Territories,no,0.0,Gymnastics,198,82.56953110096997,
60,Chinese,Male,37889.0,Central and Western,Hong Kong Island,yes,300.0,Badminton,163,63.31452693900495,1610.2597989329952
48,Chinese,Female,26197.0,Sham Shui Po,Kowloon,no,0.0,Jogging,159,62.98251644389249,
23,Chinese,Male,52798.0,Eastern,Hong Kong Island,yes,612.0392271225891,Cycling,200,64.08606489017461,1843.0480366606218
24,Whites,Male,30544.0,Yau Tsim Mong,Kowloon,no,0.0,Football,190,91.92880655305487,
19,Whites,Female,26371.0,Tai Po,New Territories,yes,135.0,Gymnastics,186,83.12429819669839,
52,South Asians,Female,68008.0,Tuen Mun,New Territories,yes,159.69278933187027,Cycling,192,75.3698483994609,
18,Chinese,Male,50852.0,Kwun Tong,Kowloon,yes,244.94634909481692,Martial Arts,180,82.52107582691497,
68,South Asians,Female,44291.0,Tuen Mun,New Territories,no,0.0,Cycling,167,78.74791114948269,
48,Chinese,Male,50047.0,Southern,Hong Kong Island,no,0.0,Tennis,149,68.63301048993544,656.7769428643462
35,Chinese,Female,44728.0,Eastern,Hong Kong Island,yes,300.0,Badminton,200,85.0510554846844,997.0630450541902
66,Chinese,Female,30890.0,Sai Kung,New Territories,yes,135.0,Tennis,140,98.14444078417412,
35,South Asians,Female,34825.0,Wan Chai,Hong Kong Island,no,0.0,Football,148,88.85240639878359,1431.4808811692255
62,Filipinos,Male,53174.0,Central and Western,Hong Kong Island,yes,570.8210104679813,Jogging,150,69.37548957989608,2387.4260045434858
53,Filipinos,Female,42127.0,Tsuen Wan,New Territories,yes,135.0,Tennis,140,83.21877073796176,
40,Other,Male,27448.0,Central and Western,Hong Kong Island,yes,300.0,Football,148,75.60312818586175,1062.2307520090706
37,Chinese,Male,23723.0,Sha Tin,New Territories,yes,216.13928946996464,Basketball,141,63.438897100404034,
28,Chinese,Female,23578.0,Kwai Tsing,New Territories,yes,268.57325649957295,Jogging,200,86.36632795348117,
60,Chinese,Male,23156.0,Wong Tai Sin,Kowloon,yes,245.93334641733162,Badminton,156,96.0047793359967,
18,Whites,Female,20080.0,Tuen Mun,New Territories,yes,179.6487361787139,Martial Arts,171,63.83628663894235,
69,Chinese,Female,78511.0,Tsuen Wan,New Territories,yes,176.57419299915946,Basketball,183,88.40482925613802,
22,Whites,Female,28354.0,Islands,New Territories,yes,135.0,Basketball,178,74.3114528054331,
64,Chinese,Male,35024.0,Eastern,Hong Kong Island,yes,419.0498010394639,Cycling,156,75.59221687079767,1150.3271593976224
30,Chinese,Female,24524.0,Tuen Mun,New Territories,no,0.0,Football,197,84.16620803795283,
68,Chinese,Male,42546.0,Tuen Mun,New Territories,yes,174.3835331124574,Cycling,146,83.43040894451138,
61,Chinese,Female,22127.0,Kwai Tsing,New Territories,no,0.0,Martial Arts,142,73.05209687014238,
62,South Asians,Male,31929.0,Central and Western,Hong Kong Island,no,0.0,Gymnastics,167,86.14067774917729,899.1872688500218
33,Chinese,Male,31347.0,Southern,Hong Kong Island,yes,600.0080646124032,Cycling,153,93.73979372477885,2454.011221096205
19,Other,Male,54147.0,Sai Kung,New Territories,yes,189.76580515920546,Swimming,178,82.62465421950657,
23,South Asians,Female,42006.0,Kwai Tsing,New Territories,yes,135.0,Fencing,197,73.45673446368512,
58,Chinese,Male,20779.0,North,New Territories,yes,189.2260956062563,Badminton,185,74.41282450978899,
45,South Asians,Female,49275.0,Sham Shui Po,Kowloon,no,0.0,Jogging,186,92.58888015824685,
29,Chinese,Male,48326.0,Sha Tin,New Territories,yes,312.7828603127184,Badminton,157,90.18986921717531,
39,Chinese,Male,26633.0,Tuen Mun,New Territories,yes,135.0,Tennis,164,79.77081185901747,
19,Chinese,Female,58990.0,Sha Tin,New Territories,no,0.0,Badminton,198,76.93151612283071,
69,Chinese,Female,50363.0,North,New Territories,no,0.0,Tennis,156,93.81724175735064,
24,Chinese,Male,79350.0,Islands,New Territories,no,0.0,Football,171,89.49153823885639,
70,Chinese,Male,49868.0,Wan Chai,Hong Kong Island,yes,300.0,Fencing,147,67.9484290669815,716.2518082309109
40,Chinese,Female,20370.0,Yau Tsim Mong,Kowloon,yes,335.00629078784135,Rugby,189,80.45194004119169,
34,Other,Male,23206.0,Tuen Mun,New Territories,yes,165.8508884137542,Martial Arts,189,98.36162398289409,
33,South Asians,Female,33465.0,Kwun Tong,Kowloon,no,0.0,Basketball,175,73.40818516473361,
20,Chinese,Female,42161.0,Sham Shui Po,Kowloon,yes,195.0,Dragon Boat,163,69.56707110305595,
51,Chinese,Female,52212.0,Kwun Tong,Kowloon,no,0.0,Rugby,175,66.1393959945428,
53,Chinese,Male,51541.0,Wan Chai,Hong Kong Island,yes,300.0,Fencing,184,85.47849989825198,170.97935265788647
47,Chinese,Female,28265.0,Yau Tsim Mong,Kowloon,yes,261.41335426130803,Fencing,171,80.13287410276888,
19,Other,Male,45785.0,Wong Tai Sin,Kowloon,yes,259.1751592483153,Dragon Boat,175,71.63356830874085,
50,South Asians,Male,35463.0,Wan Chai,Hong Kong Island,no,0.0,Football,156,79.2444489551896,988.909474920479
62,Chinese,Female,47543.0,Kwai Tsing,New Territories,yes,272.38361609285266,Tennis,194,86.69162983235466,
62,Chinese,Male,31229.0,Tuen Mun,New Territories,yes,220.56716819291896,Gymnastics,174,79.94840110327112,
61,Chinese,Male,32311.0,Sha Tin,New Territories,no,0.0,Swimming,151,76.97828180801116,
36,Filipinos,Male,54695.0,Tsuen Wan,New Territories,no,0.0,Tennis,163,66.14494827985159,
61,Chinese,Male,36888.0,Wan Chai,Hong Kong Island,yes,507.7807787712172,Gymnastics,154,77.07588611358472,1700.4096305480819
68,Chinese,Male,75397.0,Tsuen Wan,New Territories,yes,135.0,Fencing,184,87.57121527380104,
68,Other,Male,33330.0,Kwun Tong,Kowloon,yes,195.0,Swimming,142,68.28719072407311,
46,Chinese,Female,20059.0,Yuen Long,New Territories,no,0.0,Jogging,191,81.35234173718827,
57,South Asians,Female,26507.0,Tai Po,New Territories,no,0.0,Dragon Boat,196,73.4085946526391,
24,Chinese,Male,75185.0,Wong Tai Sin,Kowloon,no,0.0,Gymnastics,186,68.71880725026377,
65,Chinese,Female,44267.0,North,New Territories,yes,169.18140323486782,Swimming,181,92.16277129060975,
44,Whites,Male,51705.0,Tai Po,New Territories,yes,177.4427649928445,Cycling,155,79.5892720067011,
19,Whites,Male,51567.0,Central and Western,Hong Kong Island,yes,396.8908957047938,Tennis,157,86.41362284703347,607.724991328639
33,Chinese,Female,42648.0,Central and Western,Hong Kong Island,no,0.0,Dragon Boat,155,79.45961411876849,825.5294537698409
68,Chinese,Male,26220.0,Sham Shui Po,Kowloon,yes,195.0,Swimming,196,76.28738224721374,
28,Chinese,Male,36213.0,Sha Tin,New Territories,no,0.0,Basketball,171,86.32906609192383,
60,Whites,Female,21445.0,Sai Kung,New Territories,no,0.0,Gymnastics,144,56.9208424735313,
43,Chinese,Male,30646.0,Kwun Tong,Kowloon,no,0.0,Badminton,140,74.32365524968611,
23,Chinese,Male,50231.0,Kwai Tsing,New Territories,yes,135.0,Basketball,153,71.85746146819552,
37,Chinese,Female,42850.0,Sha Tin,New Territories,yes,165.98921186439242,Badminton,165,64.5695197124358,
20,Chinese,Female,27537.0,Yuen Long,New Territories,yes,195.9235989643539,Rugby,180,77.35197017616667,
39,Chinese,Male,39828.0,Central and Western,Hong Kong Island,yes,794.69484370518,Basketball,179,85.19350270980247,4094.4359057775127
42,Chinese,Male,42888.0,Kowloon City,Kowloon,yes,333.20945733546927,Basketball,174,89.67833962955791,
33,Whites,Female,25872.0,Yau Tsim Mong,Kowloon,yes,195.0,Badminton,192,98.2488308512683,
59,Chinese,Male,22870.0,Eastern,Hong Kong Island,no,0.0,Jogging,141,81.61845928165314,947.5477561262455
27,Chinese,Male,40646.0,North,New Territories,no,0.0,Fencing,189,80.81293310533944,
41,Chinese,Female,23335.0,Yuen Long,New Territories,yes,135.0,Fencing,186,82.31988458325937,
59,Whites,Male,70744.0,Kwai Tsing,New Territories,no,0.0,Swimming,170,65.39532673464342,
51,Chinese,Female,40947.0,Sham Shui Po,Kowloon,yes,195.0,Dragon Boat,177,88.92603945444537,
42,Chinese,Female,22526.0,Central and Western,Hong Kong Island,yes,300.0,Martial Arts,183,71.75612823259681,589.6431700282662
59,Chinese,Female,77137.0,Sai Kung,New Territories,yes,135.0,Jogging,159,71.33723932602628,
50,Chinese,Female,50646.0,Central and Western,Hong Kong Island,no,0.0,Jogging,162,79.95386567554037,909.4804209621134
30,Filipinos,Female,30769.0,Wong Tai Sin,Kowloon,no,0.0,Dragon Boat,158,76.22182702364407,
26,Chinese,Female,50887.0,Sham Shui Po,Kowloon,no,0.0,Basketball,149,89.98033355954792,
53,Filipinos,Male,53944.0,Yau Tsim Mong,Kowloon,no,0.0,Jogging,152,97.36668756325396,
49,Chinese,Male,29349.0,Eastern,Hong Kong Island,no,0.0,Fencing,148,76.29224635857415,1510.8823885606162
24,Whites,Female,37617.0,Yau Tsim Mong,Kowloon,yes,195.0,Martial Arts,188,81.8062166293999,
19,Chinese,Female,22972.0,Sha Tin,New Territories,no,0.0,Basketball,187,78.2101749502106,
44,Chinese,Male,50768.0,Wong Tai Sin,Kowloon,no,0.0,Swimming,186,87.39682012106732,
24,Whites,Female,34341.0,Tuen Mun,New Territories,no,0.0,Gymnastics,166,86.89335338700448,
22,Chinese,Female,24049.0,Kwun Tong,Kowloon,yes,250.75360509004642,Swimming,146,77.92641689471154,
36,Chinese,Male,23436.0,Tsuen Wan,New Territories,no,0.0,Gymnastics,141,69.56102411338344,
33,Chinese,Female,32888.0,Central and Western,Hong Kong Island,yes,503.9034791217207,Dragon Boat,196,78.02887584005357,2303.044962796339
64,Chinese,Male,49289.0,Kwun Tong,Kowloon,no,0.0,Dragon Boat,179,78.60936810532085,
31,Chinese,Female,41173.0,Islands,New Territories,yes,174.3375402191892,Badminton,197,86.28652383726552,
51,Other,Male,28318.0,Yau Tsim Mong,Kowloon,no,0.0,Jogging,152,67.56651736863505,
46,Other,Male,27007.0,Tsuen Wan,New Territories,no,0.0,Basketball,156,81.70764478179214,
56,Chinese,Male,26895.0,Sai Kung,New Territories,yes,165.38370761602152,Rugby,191,87.55024728081499,
19,Chinese,Male,34604.0,Kwai Tsing,New Territories,yes,135.0,Gymnastics,189,76.10682005123246,
62,Chinese,Female,24164.0,Southern,Hong Kong Island,yes,514.527578011848,Martial Arts,174,76.54438668320003,2063.6627001907837
64,Chinese,Female,43783.0,Tai Po,New Territories,no,0.0,Martial Arts,147,68.60043233798032,
69,South Asians,Female,38784.0,Sai Kung,New Territories,no,0.0,Dragon Boat,170,75.65946661143514,
43,Whites,Male,26510.0,Central and Western,Hong Kong Island,no,0.0,Cycling,173,90.18402750460717,302.1831607985182
45,Whites,Female,40300.0,North,New Territories,no,0.0,Basketball,171,85.98000692769156,
48,Other,Female,26325.0,Eastern,Hong Kong Island,yes,637.4515188170958,Fencing,193,83.05764655547884,2714.626892438197
67,Chinese,Female,53222.0,Sai Kung,New Territories,no,0.0,Football,182,77.54580938742302,
61,Chinese,Female,22882.0,Yau Tsim Mong,Kowloon,yes,378.11984448343134,Martial Arts,154,83.60512823669464,
37,Whites,Female,34637.0,Wan Chai,Hong Kong Island,yes,621.1079342087123,Martial Arts,170,78.17971136984232,1788.0891680500467
46,Other,Male,28340.0,North,New Territories,yes,173.3353380427925,Jogging,193,81.5258233422357,
34,Whites,Female,41751.0,Southern,Hong Kong Island,no,0.0,Jogging,161,81.47741576930648,1728.0271545839994
65,Other,Male,22858.0,North,New Territories,no,0.0,Tennis,166,75.17229658055388,
43,Chinese,Female,23120.0,Islands,New Territories,yes,205.17634382669812,Dragon Boat,197,97.66397534342141,
29,South Asians,Female,38389.0,Kowloon City,Kowloon,no,0.0,Basketball,143,69.40587995677768,
62,South Asians,Female,32323.0,Tuen Mun,New Territories,no,0.0,Swimming,186,80.96493047791164,
23,Chinese,Male,39805.0,Yuen Long,New Territories,no,0.0,Football,152,71.17272151961735,
50,Chinese,Female,35309.0,Yau Tsim Mong,Kowloon,yes,261.31297242919186,Football,175,80.24873690140328,
59,Chinese,Male,22241.0,North,New Territories,no,0.0,Jogging,174,75.38172157912001,
69,Chinese,Female,41548.0,Wong Tai Sin,Kowloon,yes,195.0,Fencing,181,78.338730439429,
68,Chinese,Female,22137.0,Sham Shui Po,Kowloon,yes,241.81854196271962,Badminton,187,86.68516375058266,
35,Chinese,Female,50680.0,Islands,New Territories,yes,567.4731924750338,Martial Arts,171,66.89608134981788,
24,Chinese,Female,45821.0,Tuen Mun,New Territories,yes,164.71102039082405,Tennis,142,70.87417840141961,
61,Chinese,Female,42929.0,Central and Western,Hong Kong Island,no,0.0,Cycling,198,101.80356985241986,1485.7859652556108
43,Whites,Female,45089.0,Tsuen Wan,New Territories,yes,252.30895056271228,Cycling,193,81.62411895038885,
26,Filipinos,Male,30174.0,Kwun Tong,Kowloon,yes,195.0,Fencing,191,67.74210980164193,
52,South Asians,Male,26499.0,Southern,Hong Kong Island,no,0.0,Football,144,84.74876310762009,1079.2968257325351
36,Chinese,Female,48623.0,Wan Chai,Hong Kong Island,yes,602.604954543923,Basketball,161,77.32451067531346,2136.7855071212184
45,Chinese,Female,50786.0,Tsuen Wan,New Territories,yes,322.3043446623298,Cycling,157,84.86821987431962,
40,Chinese,Male,20176.0,Sha Tin,New Territories,yes,232.04639545008862,Dragon Boat,173,87.15826545628099,
49,Chinese,Male,50025.0,Sham Shui Po,Kowloon,no,0.0,Football,197,98.17140017619158,
36,Filipinos,Male,30208.0,Sha Tin,New Territories,yes,344.85277946095147,Football,150,69.40559245088417,
39,Whites,Female,49364.0,Sham Shui Po,Kowloon,yes,797.090523082269,Dragon Boat,149,68.960829807365,
69,Chinese,Female,51657.0,Wan Chai,Hong Kong Island,no,0.0,Badminton,169,86.42745615845078,484.6934061713878
38,Chinese,Male,24384.0,Yau Tsim Mong,Kowloon,no,0.0,Badminton,148,79.12232835909205,
31,South Asians,Female,22746.0,Wong Tai Sin,Kowloon,no,0.0,Swimming,143,71.81404055903175,
31,Chinese,Male,27088.0,Central and Western,Hong Kong Island,no,0.0,Fencing,186,73.1352604924091,1543.441153059264
61,Chinese,Male,34752.0,Wong Tai Sin,Kowloon,yes,195.0,Fencing,162,81.35561939237289,
64,Chinese,Female,49845.0,Sai Kung,New Territories,yes,190.8952481877838,Fencing,176,67.88258290618387,
26,Chinese,Male,21048.0,Sai Kung,New Territories,yes,168.23212725583463,Football,150,69.54064013130944,
60,South Asians,Female,57509.0,Kwai Tsing,New Territories,yes,229.9765924759069,Fencing,195,92.59643023706793,
70,Chinese,Female,30752.0,Yau Tsim Mong,Kowloon,no,0.0,Jogging,151,76.53696072172934,
30,Whites,Female,32126.0,Yau Tsim Mong,Kowloon,yes,243.96819973805262,Gymnastics,184,87.51596991986816,
20,Chinese,Male,64270.0,Kowloon City,Kowloon,yes,326.1728603658668,Martial Arts,200,81.49425975324422,
59,Whites,Male,21301.0,Tai Po,New Territories,no,0.0,Fencing,198,82.69072032528442,
50,Chinese,Male,26341.0,Kowloon City,Kowloon,yes,195.0,Swimming,196,92.5447654508329,
31,South Asians,Male,54628.0,Islands,New Territories,yes,135.0,Rugby,170,78.53575432079663,
41,Chinese,Female,33003.0,Sha Tin,New Territories,yes,246.26338732049948,Cycling,172,80.37246058517971,
54,Chinese,Male,52544.0,Sha Tin,New Territories,no,0.0,Tennis,145,67.35160549830361,
53,Chinese,Female,26252.0,Eastern,Hong Kong Island,yes,557.1504412009015,Dragon Boat,168,78.91413359307987,2060.584373381622
38,Other,Male,35366.0,North,New Territories,yes,230.65149582630534,Badminton,181,83.70290008903979,
43,Chinese,Male,29298.0,Islands,New Territories,no,0.0,Fencing,145,63.142792457139166,
49,Chinese,Female,49376.0,Tai Po,New Territories,yes,135.0,Gymnastics,161,78.87866314607359,
43,Chinese,Male,31685.0,Wan Chai,Hong Kong Island,no,0.0,Football,168,89.5336854872692,1928.9834131030998
25,Chinese,Female,38026.0,North,New Territories,yes,135.0,Dragon Boat,149,78.32095668384783,
37,Chinese,Male,23045.0,Central and Western,Hong Kong Island,yes,382.5793882833576,Rugby,199,107.64417448669388,1217.80901773604
22,Chinese,Male,29963.0,Sham Shui Po,Kowloon,no,0.0,Badminton,164,74.62026144460489,
52,Chinese,Female,39119.0,Sai Kung,New Territories,yes,277.29345041535083,Rugby,190,87.90840048745699,
62,Whites,Female,22814.0,Tuen Mun,New Territories,yes,135.0,Swimming,158,80.61929306105296,
29,Chinese,Male,29310.0,Tai Po,New Territories,no,0.0,Martial Arts,188,69.31252549039007,
40,South Asians,Male,22909.0,Wan Chai,Hong Kong Island,no,0.0,Football,194,76.42159190149641,3387.3261395795143
49,Chinese,Female,51978.0,Sai Kung,New Territories,no,0.0,Dragon Boat,173,61.39081802005881,
50,Filipinos,Female,33885.0,Yuen Long,New Territories,yes,336.1330975086991,Tennis,144,61.341437048417916,
25,Whites,Female,45707.0,Eastern,Hong Kong Island,no,0.0,Fencing,147,66.1970950095322,774.760920833101
37,Other,Female,46201.0,Tuen Mun,New Territories,yes,216.18438909991534,Fencing,144,61.47411002111528,
26,Whites,Female,70569.0,Kowloon City,Kowloon,no,0.0,Cycling,162,81.55156105493396,
65,Chinese,Male,25267.0,Southern,Hong Kong Island,no,0.0,Jogging,175,83.20096164522204,1190.9104186235895
39,Chinese,Male,78965.0,Islands,New Territories,yes,172.1697302357577,Martial Arts,148,70.76958523060927,
21,Chinese,Female,54669.0,Sha Tin,New Territories,no,0.0,Dragon Boat,199,79.56121907664459,
36,Chinese,Female,46738.0,Sham Shui Po,Kowloon,yes,254.62081550358215,Gymnastics,163,83.68032905557328,
29,Chinese,Male,28645.0,Yau Tsim Mong,Kowloon,no,0.0,Gymnastics,163,87.95757847428231,
65,Chinese,Male,20977.0,Central and Western,Hong Kong Island,yes,423.37092982923247,Badminton,141,78.43786428077144,691.8435385010829
37,Chinese,Female,33138.0,Central and Western,Hong Kong Island,yes,600.1696522213167,Football,166,77.51461414046815,2252.5976727289353
22,Chinese,Male,40720.0,Wong Tai Sin,Kowloon,no,0.0,Fencing,169,75.44348947337022,
65,Chinese,Female,28044.0,North,New Territories,no,0.0,Tennis,176,83.09868418199198,
18,Chinese,Male,43237.0,Wong Tai Sin,Kowloon,yes,455.6204236871673,Basketball,169,71.89641118713578,
46,Chinese,Female,28469.0,Islands,New Territories,yes,256.60240351677845,Rugby,160,86.05991757351737,
56,Chinese,Male,51673.0,Islands,New Territories,no,0.0,Cycling,144,62.40392220666604,
55,Whites,Male,67920.0,Yau Tsim Mong,Kowloon,yes,195.0,Cycling,143,60.71709854431395,
34,Chinese,Male,39963.0,Sham Shui Po,Kowloon,yes,195.0,Swimming,160,72.59675897965586,
55,Chinese,Male,26854.0,Yau Tsim Mong,Kowloon,yes,344.9082862102297,Martial Arts,158,77.80611749086711,
22,Other,Male,23668.0,Islands,New Territories,no,0.0,Dragon Boat,169,78.04006623035576,
62,Chinese,Female,51053.0,Yuen Long,New Territories,yes,215.82030442219622,Dragon Boat,161,87.02560501923782,
